BHK,Rent,Size,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,13000,700,Gh society,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,1200,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2
1,12000,600,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,925,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
3,60000,2400,Koramangala,Bangalore,Semi-Furnished,Bachelors,3
3,35000,1500,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,600,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2
1,14000,435,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,650,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,700,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,890,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2
1,12500,600,Hbr Layout,Bangalore,Furnished,Bachelors/Family,1
2,35000,1250,Cunningham Road,Bangalore,Semi-Furnished,Bachelors/Family,2
3,26000,1350,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2
3,85000,2600,Hebbal,Bangalore,Semi-Furnished,Family,4
1,14000,440,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,22000,1150,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,450,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1150,Nri Layout,Bangalore,Furnished,Bachelors/Family,2
2,11000,600,Gottigere,Bangalore,Unfurnished,Bachelors,1
2,20000,980,Yelahanka,Bangalore,Semi-Furnished,Family,2
3,60000,1850,Halasuru,Bangalore,Furnished,Bachelors/Family,3
2,5000,625,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2
1,4000,100,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1200,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1
3,18000,1200,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,1080,Punyabhoomi Layout,Bangalore,Semi-Furnished,Bachelors,1
1,8500,700,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,11000,800,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2
3,42000,1880,whitefield,Bangalore,Semi-Furnished,Family,2
2,25000,1305,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8500,600,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,12500,950,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,18000,1188,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2
1,6000,500,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1
2,9000,875,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2
3,54000,2100,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3
3,22000,1200,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2
1,7000,600,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,28000,1150,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2
3,55000,1788,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3
2,19000,1250,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,600,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
3,18000,1600,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2
3,70000,1520,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4
1,12000,550,Koramangala,Bangalore,Semi-Furnished,Bachelors,1
2,18000,1100,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1100,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,1100,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,400,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1
1,4500,300,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,500,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,Hennur Main Road,Bangalore,Furnished,Bachelors,2
2,17500,1000,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2
2,22000,850,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
2,17000,1020,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,22000,1250,Kammanahalli,Bangalore,Unfurnished,Bachelors,2
3,24000,1400,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3
1,12000,600,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1
1,4500,200,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1
1,5000,300,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1
1,6000,400,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1
1,11000,450,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1180,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,35000,1460,Jakkur,Bangalore,Unfurnished,Bachelors,3
3,24000,1464,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3
2,10000,700,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2
2,16000,680,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,100000,2750,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4
2,14000,800,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,7500,600,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1
3,16000,1200,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3
4,65000,3200,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1800,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,500,Frazer Town,Bangalore,Furnished,Bachelors/Family,1
2,11000,1200,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2
1,8000,750,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1
1,13000,700,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1000,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2
2,14000,800,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,20000,200,Hauz Khas,Delhi,Furnished,Bachelors,1
3,80000,1800,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3
1,9500,400,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1
3,14000,600,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3
3,65000,1550,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3
2,18500,650,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors,2
2,40000,850,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2
4,90000,2000,Vasant Kunj,Delhi,Unfurnished,Bachelors,4
1,3500,180,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1
3,25000,140,Janakpuri,Delhi,Semi-Furnished,Bachelors,2
1,9000,450,Sudarshan Park,Delhi,Semi-Furnished,Bachelors/Family,1
3,90000,2500,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3
1,22000,720,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1
2,12000,400,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
2,11000,450,Uttam Nagar,Delhi,Unfurnished,Bachelors,1
1,20000,250,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1
2,11000,550,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2
2,10000,450,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1
3,60000,2500,Saket,Delhi,Unfurnished,Bachelors,3
2,16000,100,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2
1,16000,400,Subhash Nagar,Delhi,Furnished,Bachelors,1
2,12000,750,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2
1,8000,400,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,14000,1100,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2
1,14900,450,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1
2,15000,850,Rohini Sector 23,Delhi,Unfurnished,Bachelors/Family,2
3,10000,600,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,40000,750,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,9000,500,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1
1,7000,350,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,13500,623,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1
3,95000,2400,Greater Kailash 2,Delhi,Semi-Furnished,Bachelors,3
1,20000,75,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,1
2,7500,450,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,9000,445,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,2
3,80000,300,Greater Kailash 2,Delhi,Furnished,Bachelors,3
3,50000,1670,Model Town,Delhi,Semi-Furnished,Bachelors/Family,3
1,13000,550,Saket,Delhi,Semi-Furnished,Bachelors,1
1,12000,350,Chhattarpur,Delhi,Semi-Furnished,Bachelors,1
2,16000,650,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2
2,13000,70,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,1
2,29000,100,South,Delhi,Semi-Furnished,Bachelors/Family,2
3,18000,800,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1
2,8500,60,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1
3,27000,2000,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,Bachelors/Family,2
2,18000,600,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2
1,11500,450,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1
2,80000,2200,Defence Colony,Delhi,Unfurnished,Bachelors,3
2,15500,600,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,Bachelors,2
4,55000,2000,Dwarka sec 19,Delhi,Semi-Furnished,Bachelors/Family,3
2,20000,800,Malviya Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
3,35000,170,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2
2,38000,150,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,2
2,16000,650,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2
3,50000,1250,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3
1,9500,600,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2
4,90000,2100,"Kailash hills, East Of Kailash",Delhi,Semi-Furnished,Bachelors/Family,4
1,10000,450,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1
2,25000,100,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,2
1,30000,650,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1
2,12000,48,Rohini Sector 16,Delhi,Unfurnished,Bachelors/Family,2
2,16500,550,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,4500,240,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1
2,30000,700,Vasant Kunj Sector B,Delhi,Semi-Furnished,Bachelors,2
1,12000,48,Rohini Sector 11,Delhi,Semi-Furnished,Bachelors/Family,1
2,23000,100,Mansarover Garden,Delhi,Unfurnished,Bachelors/Family,2
3,70000,1901,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,Bachelors/Family,3
1,5500,50,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1
3,35000,1300,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors,3
2,9000,145,Palam,Delhi,Unfurnished,Bachelors/Family,2
2,22000,800,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3
3,35000,1100,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4
1,12000,450,Dwarka Sector 7,Delhi,Semi-Furnished,Bachelors/Family,1
2,6000,300,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1
2,22000,1040,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,Bachelors,3
1,5000,25,Ganga Vihar,Delhi,Unfurnished,Bachelors/Family,1
2,20500,900,"IGNOU Road, Saket",Delhi,Semi-Furnished,Bachelors/Family,2
2,7500,1100,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1
2,5500,380,Prem Nagar,Delhi,Unfurnished,Bachelors/Family,2
3,25000,450,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2
1,13000,550,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors,1
1,5000,180,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,40000,1650,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2
1,12500,250,"Inder Puri Block A, Inder Puri",Delhi,Furnished,Bachelors/Family,1
1,6000,400,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1
2,15500,900,Vivek Vihar Phase 2,Delhi,Semi-Furnished,Bachelors/Family,2
3,75000,1900,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3
3,36000,892,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,13000,400,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1
3,45000,100,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2
2,2000,60,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1
2,28000,80,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2
2,9000,450,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,12000,520,Geeta Colony,Delhi,Semi-Furnished,Bachelors/Family,1
1,13000,350,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1
2,11000,600,Aya Nagar,Delhi,Semi-Furnished,Bachelors,2
3,35000,950,Karol Bagh,Delhi,Furnished,Bachelors,2
2,10000,450,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,20000,450,Karol Bagh,Delhi,Semi-Furnished,Bachelors,1
2,25000,850,Karol Bagh,Delhi,Semi-Furnished,Bachelors,2
1,8000,200,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
3,36000,1500,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3
2,12000,700,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2
1,8500,530,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1
3,17000,800,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2
1,7500,45,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,16000,900,Kalkaji,Delhi,Furnished,Bachelors/Family,1
1,9000,450,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1
2,8000,650,Rangpuri,Delhi,Unfurnished,Bachelors/Family,1
2,45000,900,Lajpat Nagar 1,Delhi,Furnished,Bachelors/Family,2
2,27000,900,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2
2,14000,120,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2
2,14000,600,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2
2,14000,615,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,7500,225,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1
1,10000,800,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1
1,7000,400,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1
1,25000,800,Mukherjee Nagar,Delhi,Furnished,Bachelors/Family,2
2,9000,60,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1
3,22000,1000,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,2
3,10000,75,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1
3,11000,800,Hastsal,Delhi,Unfurnished,Bachelors/Family,2
1,12500,200,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1
3,15000,800,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2
2,35000,80,Kamla Nagar,Delhi,Unfurnished,Bachelors/Family,2
2,35000,900,Lajpat Nagar,Delhi,Unfurnished,Family,2
2,52000,1125,Saket,Delhi,Furnished,Bachelors/Family,2
3,15000,900,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2
2,32000,1100,Rajouri Garden,Delhi,Unfurnished,Bachelors,2
1,11500,400,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1
3,45000,713,"Prem Nagar, Patel Nagar",Delhi,Furnished,Bachelors/Family,3
2,16000,700,Shadipur,Delhi,Unfurnished,Bachelors,1
2,20000,1000,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2
1,7000,54,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1
3,85000,200,"Shivalik, Malviya Nagar",Delhi,Unfurnished,Bachelors,3
1,15000,200,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1
2,22000,800,Chhattarpur,Delhi,Furnished,Bachelors/Family,2
2,32000,1000,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2
2,20000,500,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2
1,35000,300,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1
2,35000,900,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2
3,65000,240,Saket,Delhi,Unfurnished,Bachelors/Family,3
2,15000,650,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,Bachelors/Family,2
3,12000,950,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,Bachelors,2
1,8000,500,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1
1,11000,500,Palam - Dabri Marg,Delhi,Semi-Furnished,Bachelors/Family,1
2,12000,450,Mansa Ram Park,Delhi,Semi-Furnished,Bachelors/Family,2
2,24000,150,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,1
1,20000,400,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1
3,16000,100,"Jamia Nagar, Okhla",Delhi,Furnished,Bachelors/Family,2
1,15000,400,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1
2,28500,900,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2
3,30000,1350,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3
1,16000,500,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,80000,1700,"Shivalik, Malviya Nagar",Delhi,Furnished,Bachelors,3
1,11000,400,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1
2,21000,110,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,1
3,10500,1200,Najafgarh,Delhi,Semi-Furnished,Bachelors/Family,2
2,15000,50,Dwarka Sector 14,Delhi,Semi-Furnished,Bachelors/Family,2
3,16000,100,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
2,45000,1000,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2
1,6000,63,Rohini Sector 2,Delhi,Furnished,Bachelors/Family,1
3,40000,1800,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2
2,36000,1440,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors,2
2,12000,55,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,2
3,45000,1500,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,Bachelors,3
2,20000,400,"Kasturba Niketan, Lajpat Nagar 2",Delhi,Unfurnished,Bachelors/Family,1
3,10000,100,Krishna Nagar,Delhi,Furnished,Bachelors/Family,2
2,5000,500,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1
2,8000,100,Rohini Sector 38,Delhi,Unfurnished,Bachelors/Family,2
2,13000,455,"DDA Akshardham Apartments, DS 19",Delhi,Unfurnished,Bachelors/Family,1
2,15000,80,Anand Parbat,Delhi,Semi-Furnished,Bachelors/Family,1
2,7500,450,Burari,Delhi,Unfurnished,Bachelors/Family,1
1,6000,400,"Qutub Vihar, Dwarka",Delhi,Unfurnished,Bachelors/Family,1
4,100000,300,Vasant Kunj,Delhi,Unfurnished,Bachelors/Family,4
2,12000,700,Rohini Sector 23,Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,600,"Mohan Garden, Razapur Khurd",Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,800,"Bharthal, Dwarka",Delhi,Semi-Furnished,Bachelors/Family,2
2,12000,950,"Chanakya Place, Sitapuri",Delhi,Unfurnished,Bachelors/Family,2
2,15000,450,Shadipur,Delhi,Semi-Furnished,Bachelors/Family,1
1,10000,450,Radhey Shyam Park,Delhi,Unfurnished,Bachelors/Family,1
2,12000,68,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,1
2,14500,850,"Rajpur Khurd Extension, Rajpur",Delhi,Unfurnished,Bachelors/Family,2
2,18500,1000,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,Bachelors/Family,2
1,24000,600,Rajouri Garden,Delhi,Furnished,Bachelors,1
2,11000,65,New Ashok Nagar,Delhi,Unfurnished,Bachelors/Family,1
3,52000,1700,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3
3,70000,1800,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3
2,12000,1000,Uttam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,22000,900,Patparganj,Delhi,Semi-Furnished,Bachelors,2
2,20000,75,Green Park,Delhi,Unfurnished,Bachelors/Family,2
3,45000,200,Paschim Vihar Block B1,Delhi,Semi-Furnished,Bachelors,3
1,8000,200,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
1,8000,200,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
2,9500,450,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,25000,750,Karol Bagh,Delhi,Furnished,Bachelors,2
2,12000,400,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
2,24000,84,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2
2,27000,90,Rohini Sector 8,Delhi,Unfurnished,Bachelors/Family,2
2,18000,90,Mansarovar garden,Delhi,Semi-Furnished,Bachelors/Family,2
2,17000,500,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
2,15000,75,Adarsh Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,13000,512,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1
3,70000,1500,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3
1,14000,446,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,1
3,32000,1100,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,4000,125,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1
3,100000,1800,Gautam Nagar,Delhi,Furnished,Bachelors/Family,3
3,20000,1300,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2
3,30000,2000,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,Family,2
3,19500,125,Uttam Nagar,Delhi,Unfurnished,Bachelors,2
2,18000,730,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2
2,25000,160,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,Bachelors/Family,2
2,18000,1000,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2
1,10000,450,Paschim Vihar,Delhi,Furnished,Bachelors/Family,1
2,12000,75,Mehrauli,Delhi,Furnished,Bachelors/Family,2
3,25000,2000,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,3
4,40000,2400,Preet Vihar,Delhi,Unfurnished,Bachelors,3
2,30000,1800,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2
3,29000,1800,Mausam Vihar,Delhi,Unfurnished,Family,3
3,35000,2200,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,Bachelors/Family,3
3,21000,2200,Vivek Vihar,Delhi,Semi-Furnished,Bachelors/Family,2
3,31000,900,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2
2,8000,75,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1
2,15500,75,Saket,Delhi,Semi-Furnished,Bachelors/Family,2
3,32000,1800,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,3
3,30000,160,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3
4,42000,2700,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4
3,20500,1050,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,2
3,60000,1800,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3
2,95000,2700,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2
1,16000,499,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1
1,8500,450,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1
1,14000,60,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1
2,8000,130,Raj Nagar 2,Delhi,Unfurnished,Bachelors/Family,1
3,12500,650,Chirag Delhi,Delhi,Semi-Furnished,Bachelors/Family,1
2,14000,100,Janakpuri,Delhi,Unfurnished,Bachelors/Family,1
2,6000,45,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1
2,10000,600,Trilokpuri,Delhi,Unfurnished,Bachelors/Family,2
3,15000,800,Kadipur,Delhi,Unfurnished,Bachelors/Family,1
3,8000,1500,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3
1,10000,30,Mahipalpur,Delhi,Furnished,Bachelors/Family,1
1,8500,55,Gharoli,Delhi,Unfurnished,Bachelors/Family,1
2,25000,900,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2
2,13000,1000,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1
1,6000,360,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1
1,7000,450,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1
2,22000,900,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2
2,40000,1100,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2
2,22000,700,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2
1,4500,400,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1
3,15000,950,Rohini Sector 4,Delhi,Unfurnished,Bachelors/Family,2
2,23000,950,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2
3,45000,1100,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3
